Model,MSO24
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-10
Record Length,50000
Zero Index,24999.50000000
Vertical Units,V

Labels,
TIME,CH1
-9.74260000e-06,1.08180000e-02
-9.74220000e-06,1.08180000e-02
-9.74180000e-06,1.06460000e-02
-9.74140000e-06,1.06460000e-02
-9.74100000e-06,1.06460000e-02
-9.74060000e-06,1.06460000e-02
-9.74020000e-06,1.06460000e-02
-9.73980000e-06,1.06460000e-02
-9.73940000e-06,1.06460000e-02
-9.73900000e-06,1.06460000e-02
-9.73860000e-06,1.06460000e-02
-9.73820000e-06,1.06460000e-02
-9.73780000e-06,1.08180000e-02
-9.73740000e-06,1.08180000e-02
-9.73700000e-06,1.08180000e-02
-9.73660000e-06,1.06460000e-02
-9.73620000e-06,1.06460000e-02
-9.73580000e-06,1.06460000e-02
-9.73540000e-06,1.06460000e-02
-9.73500000e-06,1.08180000e-02
-9.73460000e-06,1.09900000e-02
-9.73420000e-06,1.09900000e-02
-9.73380000e-06,1.09900000e-02
-9.73340000e-06,1.09900000e-02
-9.73300000e-06,1.08180000e-02
-9.73260000e-06,1.08180000e-02
-9.73220000e-06,1.08180000e-02
-9.73180000e-06,1.08180000e-02
-9.73140000e-06,1.09900000e-02
-9.73100000e-06,1.11620000e-02
-9.73060000e-06,1.13340000e-02
-9.73020000e-06,1.13340000e-02
-9.72980000e-06,1.13340000e-02
-9.72940000e-06,1.13340000e-02
-9.72900000e-06,1.13340000e-02
-9.72860000e-06,1.13340000e-02
-9.72820000e-06,1.11620000e-02
-9.72780000e-06,1.11620000e-02
-9.72740000e-06,1.11620000e-02
-9.72700000e-06,1.11620000e-02
-9.72660000e-06,1.11620000e-02
-9.72620000e-06,1.11620000e-02
-9.72580000e-06,1.11620000e-02
-9.72540000e-06,1.11620000e-02
-9.72500000e-06,1.11620000e-02
-9.72460000e-06,1.09900000e-02
-9.72420000e-06,1.09900000e-02
-9.72380000e-06,1.09900000e-02
-9.72340000e-06,1.09900000e-02
-9.72300000e-06,1.09900000e-02
-9.72260000e-06,1.09900000e-02
-9.72220000e-06,1.08180000e-02
-9.72180000e-06,1.08180000e-02
-9.72140000e-06,1.06460000e-02
-9.72100000e-06,1.06460000e-02
-9.72060000e-06,1.08180000e-02
-9.72020000e-06,1.09900000e-02
-9.71980000e-06,1.11620000e-02
-9.71940000e-06,1.11620000e-02
-9.71900000e-06,1.13340000e-02
-9.71860000e-06,1.13340000e-02
-9.71820000e-06,1.11620000e-02
-9.71780000e-06,1.09900000e-02
-9.71740000e-06,1.09900000e-02
-9.71700000e-06,1.08180000e-02
-9.71660000e-06,1.08180000e-02
-9.71620000e-06,1.08180000e-02
-9.71580000e-06,1.09900000e-02
-9.71540000e-06,1.09900000e-02
