Model,MSO24
Label,
Waveform Type,ANALOG
Horizontal Units,s
Sample Interval,4.00000000e-08
Record Length,250000
Zero Index,172499.56250000
Vertical Units,V

Labels,
TIME,CH4
-6.89326250e-03,4.78000000e-02
-6.89322250e-03,4.78000000e-02
-6.89318250e-03,4.78000000e-02
-6.89314250e-03,4.78000000e-02
-6.89310250e-03,4.98000000e-02
-6.89306250e-03,4.78000000e-02
-6.89302250e-03,4.78000000e-02
-6.89298250e-03,4.58000000e-02
-6.89294250e-03,4.78000000e-02
-6.89290250e-03,4.78000000e-02
-6.89286250e-03,4.78000000e-02
-6.89282250e-03,4.58000000e-02
-6.89278250e-03,4.78000000e-02
-6.89274250e-03,4.58000000e-02
-6.89270250e-03,4.78000000e-02
-6.89266250e-03,4.78000000e-02
-6.89262250e-03,4.58000000e-02
-6.89258250e-03,4.78000000e-02
-6.89254250e-03,4.78000000e-02
-6.89250250e-03,4.78000000e-02
-6.89246250e-03,4.78000000e-02
-6.89242250e-03,4.78000000e-02
-6.89238250e-03,4.78000000e-02
-6.89234250e-03,4.58000000e-02
-6.89230250e-03,4.78000000e-02
-6.89226250e-03,4.58000000e-02
-6.89222250e-03,4.78000000e-02
-6.89218250e-03,4.78000000e-02
-6.89214250e-03,4.58000000e-02
-6.89210250e-03,4.78000000e-02
-6.89206250e-03,4.78000000e-02
-6.89202250e-03,4.78000000e-02
-6.89198250e-03,4.78000000e-02
-6.89194250e-03,4.58000000e-02
-6.89190250e-03,4.78000000e-02
-6.89186250e-03,4.78000000e-02
-6.89182250e-03,4.58000000e-02
-6.89178250e-03,4.78000000e-02
-6.89174250e-03,4.78000000e-02
-6.89170250e-03,4.78000000e-02
-6.89166250e-03,4.78000000e-02
-6.89162250e-03,4.78000000e-02
-6.89158250e-03,4.78000000e-02
-6.89154250e-03,4.78000000e-02
-6.89150250e-03,4.78000000e-02
-6.89146250e-03,4.78000000e-02
-6.89142250e-03,4.78000000e-02
-6.89138250e-03,4.78000000e-02
-6.89134250e-03,4.78000000e-02
-6.89130250e-03,4.58000000e-02
-6.89126250e-03,4.58000000e-02
-6.89122250e-03,4.78000000e-02
-6.89118250e-03,4.78000000e-02
-6.89114250e-03,4.58000000e-02
-6.89110250e-03,4.78000000e-02
-6.89106250e-03,4.78000000e-02
-6.89102250e-03,4.78000000e-02
-6.89098250e-03,4.78000000e-02
-6.89094250e-03,4.78000000e-02
-6.89090250e-03,4.78000000e-02
-6.89086250e-03,4.78000000e-02
-6.89082250e-03,4.78000000e-02
-6.89078250e-03,4.78000000e-02
-6.89074250e-03,4.78000000e-02
-6.89070250e-03,4.78000000e-02
-6.89066250e-03,4.78000000e-02
-6.89062250e-03,4.78000000e-02
-6.89058250e-03,4.78000000e-02
-6.89054250e-03,4.78000000e-02
-6.89050250e-03,4.58000000e-02
-6.89046250e-03,4.78000000e-02
-6.89042250e-03,4.78000000e-02
-6.89038250e-03,4.78000000e-02
-6.89034250e-03,4.58000000e-02
-6.89030250e-03,4.58000000e-02
-6.89026250e-03,4.58000000e-02
-6.89022250e-03,4.78000000e-02
-6.89018250e-03,4.78000000e-02
-6.89014250e-03,4.78000000e-02
-6.89010250e-03,4.78000000e-02
-6.89006250e-03,4.78000000e-02
-6.89002250e-03,4.58000000e-02
-6.88998250e-03,4.78000000e-02
-6.88994250e-03,4.78000000e-02
-6.88990250e-03,4.78000000e-02
-6.88986250e-03,4.78000000e-02
-6.88982250e-03,4.58000000e-02
-6.88978250e-03,4.58000000e-02
-6.88974250e-03,4.78000000e-02
-6.88970250e-03,4.58000000e-02
-6.88966250e-03,4.78000000e-02
-6.88962250e-03,4.78000000e-02
-6.88958250e-03,4.78000000e-02
-6.88954250e-03,4.78000000e-02
-6.88950250e-03,4.58000000e-02
-6.88946250e-03,4.78000000e-02
-6.88942250e-03,4.58000000e-02
-6.88938250e-03,4.78000000e-02
-6.88934250e-03,4.78000000e-02
-6.88930250e-03,4.58000000e-02
-6.88926250e-03,4.78000000e-02
-6.88922250e-03,4.78000000e-02
-6.88918250e-03,4.58000000e-02
-6.88914250e-03,4.58000000e-02
-6.88910250e-03,4.78000000e-02
-6.88906250e-03,4.58000000e-02
-6.88902250e-03,4.58000000e-02
-6.88898250e-03,4.58000000e-02
-6.88894250e-03,4.58000000e-02
-6.88890250e-03,4.78000000e-02
-6.88886250e-03,4.78000000e-02
-6.88882250e-03,4.78000000e-02
-6.88878250e-03,4.78000000e-02
-6.88874250e-03,4.58000000e-02
-6.88870250e-03,4.58000000e-02
-6.88866250e-03,4.58000000e-02
-6.88862250e-03,4.58000000e-02
-6.88858250e-03,4.58000000e-02
-6.88854250e-03,4.58000000e-02
-6.88850250e-03,4.78000000e-02
-6.88846250e-03,4.58000000e-02
-6.88842250e-03,4.58000000e-02
-6.88838250e-03,4.78000000e-02
-6.88834250e-03,4.58000000e-02
-6.88830250e-03,4.78000000e-02
-6.88826250e-03,4.58000000e-02
-6.88822250e-03,4.78000000e-02
-6.88818250e-03,4.78000000e-02
-6.88814250e-03,4.78000000e-02
-6.88810250e-03,4.78000000e-02
-6.88806250e-03,4.58000000e-02
-6.88802250e-03,4.78000000e-02
-6.88798250e-03,4.58000000e-02
-6.88794250e-03,4.58000000e-02
-6.88790250e-03,4.58000000e-02
-6.88786250e-03,4.78000000e-02
-6.88782250e-03,4.78000000e-02
-6.88778250e-03,4.58000000e-02
-6.88774250e-03,4.78000000e-02
-6.88770250e-03,4.78000000e-02
-6.88766250e-03,4.78000000e-02
-6.88762250e-03,4.58000000e-02
-6.88758250e-03,4.58000000e-02
-6.88754250e-03,4.58000000e-02
-6.88750250e-03,4.78000000e-02
-6.88746250e-03,4.78000000e-02
-6.88742250e-03,4.58000000e-02
-6.88738250e-03,4.58000000e-02
-6.88734250e-03,4.58000000e-02
-6.88730250e-03,4.78000000e-02
-6.88726250e-03,4.78000000e-02
-6.88722250e-03,4.78000000e-02
-6.88718250e-03,4.78000000e-02
-6.88714250e-03,4.78000000e-02
-6.88710250e-03,4.78000000e-02
-6.88706250e-03,4.58000000e-02
